FirstName;LastName;Team;Webpage;Img;Number;Position;Shoots;Height;Weight;Birthdate;Hometown
Sam;Montembeault;Panthers;https://www.nhl.com/player/sam-montembeault-8478470;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478470.jpg;33;G;--;"6'3""";199;10/30/96;Becancour, QC, CAN
Anthony;Angello;Penguins;https://www.nhl.com/player/anthony-angello-8478074;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478074.jpg;57;C;R;"6'5""";210;03/06/96;Albany, NY, USA
Zach;Aston-Reese;Penguins;https://www.nhl.com/player/zach-aston-reese-8479944;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479944.jpg;46;C;L;"6'0""";204;08/10/94;Staten Island, NY, USA
Teddy;Blueger;Penguins;https://www.nhl.com/player/teddy-blueger-8476927;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476927.jpg;53;C;L;"6'0""";185;08/15/94;Riga, LVA
Sidney;Crosby;Penguins;https://www.nhl.com/player/sidney-crosby-8471675;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8471675.jpg;87;C;L;"5'11""";200;08/07/87;Cole Harbour, NS, CAN
Jake;Guentzel;Penguins;https://www.nhl.com/player/jake-guentzel-8477404;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477404.jpg;59;LW;L;"5'11""";180;10/06/94;Omaha, NE, USA
Kasperi;Kapanen;Penguins;https://www.nhl.com/player/kasperi-kapanen-8477953;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477953.jpg;42;RW;R;"6'1""";194;07/23/96;Kuopio, FIN
Sam;Lafferty;Penguins;https://www.nhl.com/player/sam-lafferty-8478043;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478043.jpg;37;C;R;"6'1""";195;03/06/95;Hollidaysburg, PA, USA
Evgeni;Malkin;Penguins;https://www.nhl.com/player/evgeni-malkin-8471215;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8471215.jpg;71;C;L;"6'3""";195;07/31/86;Magnitogorsk, RUS
Patrick;Marleau;Penguins;https://www.nhl.com/player/patrick-marleau-8466139;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8466139.jpg;12;C;L;"6'2""";215;09/15/79;Aneroid, SK, CAN
Jared;McCann;Penguins;https://www.nhl.com/player/jared-mccann-8477955;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477955.jpg;19;C;L;"6'1""";185;05/31/96;Stratford, ON, CAN
Bryan;Rust;Penguins;https://www.nhl.com/player/bryan-rust-8475810;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475810.jpg;17;RW;R;"5'11""";192;05/11/92;Pontiac, MI, USA
Colton;Sceviour;Penguins;https://www.nhl.com/player/colton-sceviour-8474098;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474098.jpg;7;C;R;"6'0""";190;04/20/89;Red Deer, AB, CAN
Conor;Sheary;Penguins;https://www.nhl.com/player/conor-sheary-8477839;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477839.jpg;43;LW;L;"5'8""";179;06/08/92;Winchester, MA, USA
Dominik;Simon;Penguins;https://www.nhl.com/player/dominik-simon-8478866;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478866.jpg;18;C;L;"5'11""";190;08/08/94;Prague, CZE
Brandon;Tanev;Penguins;https://www.nhl.com/player/brandon-tanev-8479293;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479293.jpg;13;LW;L;"6'0""";180;12/31/91;Toronto, ON, CAN
Jason;Zucker;Penguins;https://www.nhl.com/player/jason-zucker-8475722;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475722.jpg;16;LW;L;"5'11""";192;01/16/92;Newport Beach, CA, USA
Brian;Dumoulin;Penguins;https://www.nhl.com/player/brian-dumoulin-8475208;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475208.jpg;8;D;L;"6'4""";207;09/06/91;Biddeford, ME, USA
Jack;Johnson;Penguins;https://www.nhl.com/player/jack-johnson-8471677;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8471677.jpg;3;D;L;"6'1""";227;01/13/87;Indianapolis, IN, USA
Kris;Letang;Penguins;https://www.nhl.com/player/kris-letang-8471724;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8471724.jpg;58;D;R;"6'0""";201;04/24/87;Montreal, QC, CAN
John;Marino;Penguins;https://www.nhl.com/player/john-marino-8478507;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478507.jpg;6;D;R;"6'1""";181;05/21/97;North Easton, MA, USA
Mike;Matheson;Penguins;https://www.nhl.com/player/mike-matheson-8476875;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476875.jpg;5;D;L;"6'2""";188;02/27/94;Pointe-Claire, QC, CAN
Marcus;Pettersson;Penguins;https://www.nhl.com/player/marcus-pettersson-8477969;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477969.jpg;28;D;L;"6'3""";177;05/08/96;Skellefteå, SWE
Juuso;Riikola;Penguins;https://www.nhl.com/player/juuso-riikola-8480945;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8480945.jpg;50;D;L;"6'0""";189;11/09/93;Joensuu, FIN
Chad;Ruhwedel;Penguins;https://www.nhl.com/player/chad-ruhwedel-8477244;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477244.jpg;2;D;R;"5'11""";191;05/07/90;San Diego, CA, USA
Justin;Schultz;Penguins;https://www.nhl.com/player/justin-schultz-8474602;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474602.jpg;4;D;R;"6'2""";193;07/06/90;Kelowna, BC, CAN
Tristan;Jarry;Penguins;https://www.nhl.com/player/tristan-jarry-8477465;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477465.jpg;35;G;--;"6'2""";194;04/29/95;Surrey, BC, CAN
Matt;Murray;Penguins;https://www.nhl.com/player/matt-murray-8476899;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476899.jpg;30;G;--;"6'4""";178;05/25/94;Thunder Bay, ON, CAN
Viktor;Arvidsson;Predators;https://www.nhl.com/player/viktor-arvidsson-8478042;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478042.jpg;33;RW;R;"5'9""";180;04/08/93;Skellefteå, SWE
Colin;Blackwell;Predators;https://www.nhl.com/player/colin-blackwell-8476278;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476278.jpg;42;C;R;"5'9""";190;03/28/93;Lawrence, MA, USA
Nick;Bonino;Predators;https://www.nhl.com/player/nick-bonino-8474009;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474009.jpg;13;C;L;"6'1""";196;04/20/88;Hartford, CT, USA
Daniel;Carr;Predators;https://www.nhl.com/player/daniel-carr-8477901;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477901.jpg;26;LW;L;"6'0""";193;11/01/91;Sherwood Park, AB, CAN
Matt;Duchene;Predators;https://www.nhl.com/player/matt-duchene-8475168;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475168.jpg;95;C;L;"5'11""";195;01/16/91;Haliburton, ON, CAN
Filip;Forsberg;Predators;https://www.nhl.com/player/filip-forsberg-8476887;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476887.jpg;9;LW;R;"6'1""";205;08/13/94;Ostervala, SWE
Mikael;Granlund;Predators;https://www.nhl.com/player/mikael-granlund-8475798;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475798.jpg;64;C;L;"5'10""";185;02/26/92;Oulu, FIN
Rocco;Grimaldi;Predators;https://www.nhl.com/player/rocco-grimaldi-8476428;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476428.jpg;23;RW;R;"5'6""";180;02/08/93;Anaheim, CA, USA
Calle;Jarnkrok;Predators;https://www.nhl.com/player/calle-jarnkrok-8475714;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475714.jpg;19;C;R;"5'11""";186;09/25/91;Gävle, SWE
Ryan;Johansen;Predators;https://www.nhl.com/player/ryan-johansen-8475793;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475793.jpg;92;C;R;"6'3""";218;07/31/92;Vancouver, BC, CAN
Michael;McCarron;Predators;https://www.nhl.com/player/michael-mccarron-8477446;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477446.jpg;47;RW;R;"6'6""";232;03/07/95;Grosse Pointe, MI, USA
Colton;Sissons;Predators;https://www.nhl.com/player/colton-sissons-8476925;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476925.jpg;10;C;R;"6'1""";200;11/05/93;North Vancouver, BC, CAN
Craig;Smith;Predators;https://www.nhl.com/player/craig-smith-8475225;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475225.jpg;15;RW;R;"6'1""";208;09/05/89;Madison, WI, USA
Eeli;Tolvanen;Predators;https://www.nhl.com/player/eeli-tolvanen-8480009;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8480009.jpg;28;RW;L;"5'10""";191;04/22/99;Vihti, FIN
Yakov;Trenin;Predators;https://www.nhl.com/player/yakov-trenin-8478508;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478508.jpg;32;C;L;"6'2""";201;01/13/97;Chelyabinsk, RUS
Kyle;Turris;Predators;https://www.nhl.com/player/kyle-turris-8474068;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474068.jpg;8;C;R;"6'1""";190;08/14/89;New Westminster, BC, CAN
Austin;Watson;Predators;https://www.nhl.com/player/austin-watson-8475766;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475766.jpg;51;LW;R;"6'4""";204;01/13/92;Ann Arbor, MI, USA
Alexandre;Carrier;Predators;https://www.nhl.com/player/alexandre-carrier-8478851;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478851.jpg;45;D;R;"5'11""";174;10/08/96;Quebec City, QC, CAN
Mattias;Ekholm;Predators;https://www.nhl.com/player/mattias-ekholm-8475218;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475218.jpg;14;D;L;"6'4""";215;05/24/90;Borlange, SWE
Ryan;Ellis;Predators;https://www.nhl.com/player/ryan-ellis-8475176;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475176.jpg;4;D;R;"5'10""";180;01/03/91;Hamilton, ON, CAN
Dante;Fabbro;Predators;https://www.nhl.com/player/dante-fabbro-8479371;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479371.jpg;57;D;R;"6'0""";189;06/20/98;Coquitlam, BC, CAN
Dan;Hamhuis;Predators;https://www.nhl.com/player/dan-hamhuis-8469465;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8469465.jpg;5;D;L;"6'1""";204;12/13/82;Smithers, BC, CAN
Korbinian;Holzer;Predators;https://www.nhl.com/player/korbinian-holzer-8473560;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8473560.jpg;22;D;R;"6'3""";213;02/16/88;Munich, DEU
Roman;Josi;Predators;https://www.nhl.com/player/roman-josi-8474600;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474600.jpg;59;D;L;"6'1""";201;06/01/90;Bern, CHE
Jarred;Tinordi;Predators;https://www.nhl.com/player/jarred-tinordi-8475797;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475797.jpg;24;D;L;"6'6""";230;02/20/92;Burnsville, MN, USA
Yannick;Weber;Predators;https://www.nhl.com/player/yannick-weber-8474134;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474134.jpg;7;D;R;"5'11""";200;09/23/88;Morges, CHE
Troy;Grosenick;Predators;https://www.nhl.com/player/troy-grosenick-8477234;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477234.jpg;1;G;--;"6'1""";185;08/27/89;Brookfield, WI, USA
Connor;Ingram;Predators;https://www.nhl.com/player/connor-ingram-8478971;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478971.jpg;39;G;--;"6'2""";196;03/31/97;Saskatoon, SK, CAN
Pekka;Rinne;Predators;https://www.nhl.com/player/pekka-rinne-8471469;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8471469.jpg;35;G;--;"6'5""";217;11/03/82;Kempele, FIN
Juuse;Saros;Predators;https://www.nhl.com/player/juuse-saros-8477424;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477424.jpg;74;G;--;"5'11""";180;04/19/95;Forssa, FIN
Pavel;Buchnevich;Rangers;https://www.nhl.com/player/pavel-buchnevich-8477402;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477402.jpg;89;RW;L;"6'3""";197;04/17/95;Cherepovets, RUS
Filip;Chytil;Rangers;https://www.nhl.com/player/filip-chytil-8480078;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8480078.jpg;72;C;L;"6'2""";206;09/05/99;Kromeriz, CZE
Phillip;Di Giuseppe;Rangers;https://www.nhl.com/player/phillip-di-giuseppe-8476858;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476858.jpg;33;LW;L;"6'0""";193;10/09/93;Toronto, ON, CAN
Jesper;Fast;Rangers;https://www.nhl.com/player/jesper-fast-8475855;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475855.jpg;17;RW;R;"6'1""";191;12/02/91;Nassjo, SWE
Steven;Fogarty;Rangers;https://www.nhl.com/player/steven-fogarty-8476396;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476396.jpg;29;C;R;"6'3""";208;04/19/93;Chambersburg, PA, USA
Julien;Gauthier;Rangers;https://www.nhl.com/player/julien-gauthier-8479328;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479328.jpg;12;RW;R;"6'4""";227;10/15/97;Pointe-aux-Trembles, QC, CAN
Tim;Gettinger;Rangers;https://www.nhl.com/player/tim-gettinger-8479364;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479364.jpg;26;LW;L;"6'6""";218;04/14/98;Cleveland, OH, USA
Micheal;Haley;Rangers;https://www.nhl.com/player/micheal-haley-8474230;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474230.jpg;38;C;L;"5'11""";202;03/30/86;Guelph, ON, CAN
Brett;Howden;Rangers;https://www.nhl.com/player/brett-howden-8479353;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479353.jpg;21;C;L;"6'3""";197;03/29/98;Calgary, AB, CAN
Kaapo;Kakko;Rangers;https://www.nhl.com/player/kaapo-kakko-8481554;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8481554.jpg;24;RW;L;"6'3""";199;02/13/01;Turku, FIN
Vitali;Kravtsov;Rangers;https://www.nhl.com/player/vitali-kravtsov-8480833;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8480833.jpg;74;RW;L;"6'3""";189;12/23/99;Vladivostok, RUS
Chris;Kreider;Rangers;https://www.nhl.com/player/chris-kreider-8475184;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475184.jpg;20;LW;L;"6'3""";217;04/30/91;Boxford, MA, USA
Brendan;Lemieux;Rangers;https://www.nhl.com/player/brendan-lemieux-8477962;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477962.jpg;48;LW;L;"6'1""";213;03/15/96;Denver, CO, USA
Vinni;Lettieri;Rangers;https://www.nhl.com/player/vinni-lettieri-8479968;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479968.jpg;95;RW;R;"5'11""";185;02/06/95;Excelsior, MN, USA
Greg;McKegg;Rangers;https://www.nhl.com/player/greg-mckegg-8475735;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475735.jpg;14;C;L;"6'0""";192;06/17/92;St. Thomas, ON, CAN
Danny;O'Regan;Rangers;https://www.nhl.com/player/danny-o-regan-8476982;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476982.jpg;65;C;R;"5'10""";180;01/30/94;Berlin, DEU
Artemi;Panarin;Rangers;https://www.nhl.com/player/artemi-panarin-8478550;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478550.jpg;10;LW;R;"5'11""";170;10/30/91;Korkino, RUS
Ryan;Strome;Rangers;https://www.nhl.com/player/ryan-strome-8476458;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476458.jpg;16;C;R;"6'1""";193;07/11/93;Mississauga, ON, CAN
Mika;Zibanejad;Rangers;https://www.nhl.com/player/mika-zibanejad-8476459;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476459.jpg;93;C;R;"6'2""";208;04/18/93;Huddinge, SWE
Brandon;Crawley;Rangers;https://www.nhl.com/player/brandon-crawley-8479027;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479027.jpg;46;D;L;"6'1""";202;02/02/97;Glen Rock, NJ, USA
Tony;DeAngelo;Rangers;https://www.nhl.com/player/tony-deangelo-8477950;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477950.jpg;77;D;R;"5'11""";180;10/24/95;Sewell, NJ, USA
Adam;Fox;Rangers;https://www.nhl.com/player/adam-fox-8479323;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479323.jpg;23;D;R;"5'11""";181;02/17/98;Jericho, NY, USA
Libor;Hajek;Rangers;https://www.nhl.com/player/libor-hajek-8479333;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479333.jpg;25;D;L;"6'2""";203;02/04/98;Smrcek, CZE
Ryan;Lindgren;Rangers;https://www.nhl.com/player/ryan-lindgren-8479324;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479324.jpg;55;D;L;"6'0""";191;02/11/98;Burnsville, MN, USA
Darren;Raddysh;Rangers;https://www.nhl.com/player/darren-raddysh-8478178;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478178.jpg;44;D;R;"6'1""";200;02/28/96;Toronto, ON, CAN
Brendan;Smith;Rangers;https://www.nhl.com/player/brendan-smith-8474090;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474090.jpg;42;D;L;"6'2""";200;02/08/89;Mimico, ON, CAN
Jacob;Trouba;Rangers;https://www.nhl.com/player/jacob-trouba-8476885;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476885.jpg;8;D;R;"6'3""";209;02/26/94;Rochester, MI, USA
Alexandar;Georgiev;Rangers;https://www.nhl.com/player/alexandar-georgiev-8480382;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8480382.jpg;40;G;--;"6'1""";178;02/10/96;Ruse, BGR
Igor;Shesterkin;Rangers;https://www.nhl.com/player/igor-shesterkin-8478048;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478048.jpg;31;G;--;"6'2""";182;12/30/95;Moscow, RUS
Justin;Abdelkader;Red Wings;https://www.nhl.com/player/justin-abdelkader-8471716;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8471716.jpg;8;LW;L;"6'2""";213;02/25/87;Muskegon, MI, USA
Tyler;Bertuzzi;Red Wings;https://www.nhl.com/player/tyler-bertuzzi-8477479;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477479.jpg;59;LW;L;"6'1""";199;02/24/95;Sudbury, ON, CAN
Christoffer;Ehn;Red Wings;https://www.nhl.com/player/christoffer-ehn-8478036;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478036.jpg;70;C;L;"6'3""";195;04/05/96;Skara, SWE
Adam;Erne;Red Wings;https://www.nhl.com/player/adam-erne-8477454;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477454.jpg;73;LW;L;"6'1""";212;04/20/95;New Haven, CT, USA
Robby;Fabbri;Red Wings;https://www.nhl.com/player/robby-fabbri-8477952;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477952.jpg;14;C;L;"5'10""";190;01/22/96;Mississauga, ON, CAN
Valtteri;Filppula;Red Wings;https://www.nhl.com/player/valtteri-filppula-8470047;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8470047.jpg;51;C;L;"6'0""";189;03/20/84;Vantaa, FIN
Sam;Gagner;Red Wings;https://www.nhl.com/player/sam-gagner-8474040;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474040.jpg;89;C;R;"5'11""";200;08/10/89;London, ON, CAN
Luke;Glendening;Red Wings;https://www.nhl.com/player/luke-glendening-8476822;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476822.jpg;41;C;R;"5'11""";191;04/28/89;Grand Rapids, MI, USA
Darren;Helm;Red Wings;https://www.nhl.com/player/darren-helm-8471794;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8471794.jpg;43;LW;L;"6'0""";192;01/21/87;St. Andrews, MB, CAN
Dylan;Larkin;Red Wings;https://www.nhl.com/player/dylan-larkin-8477946;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477946.jpg;71;C;L;"6'1""";198;07/30/96;Waterford, MI, USA
Anthony;Mantha;Red Wings;https://www.nhl.com/player/anthony-mantha-8477511;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477511.jpg;39;RW;L;"6'5""";234;09/16/94;Longueuil, QC, CAN
Frans;Nielsen;Red Wings;https://www.nhl.com/player/frans-nielsen-8470144;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8470144.jpg;81;C;L;"6'1""";186;04/24/84;Herning, DNK
Brendan;Perlini;Red Wings;https://www.nhl.com/player/brendan-perlini-8477943;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477943.jpg;29;LW;L;"6'3""";211;04/27/96;Guildford, GBR
Dmytro;Timashov;Red Wings;https://www.nhl.com/player/dmytro-timashov-8478857;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478857.jpg;15;LW;L;"5'10""";192;10/01/96;Kirovograd, UKR
Alex;Biega;Red Wings;https://www.nhl.com/player/alex-biega-8473415;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8473415.jpg;3;D;R;"5'10""";199;04/04/88;Montreal, QC, CAN
Madison;Bowey;Red Wings;https://www.nhl.com/player/madison-bowey-8477474;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477474.jpg;74;D;R;"6'2""";202;04/22/95;Winnipeg, MB, CAN
Dennis;Cholowski;Red Wings;https://www.nhl.com/player/dennis-cholowski-8479395;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479395.jpg;21;D;L;"6'2""";197;02/15/98;Langley, BC, CAN
Trevor;Daley;Red Wings;https://www.nhl.com/player/trevor-daley-8470110;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8470110.jpg;83;D;L;"5'11""";199;10/09/83;Toronto, ON, CAN
Danny;DeKeyser;Red Wings;https://www.nhl.com/player/danny-dekeyser-8477215;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477215.jpg;65;D;L;"6'3""";190;03/07/90;Detroit, MI, USA
Jonathan;Ericsson;Red Wings;https://www.nhl.com/player/jonathan-ericsson-8470318;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8470318.jpg;52;D;L;"6'4""";218;03/02/84;Karlskrona, SWE
Cody;Goloubef;Red Wings;https://www.nhl.com/player/cody-goloubef-8474597;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474597.jpg;26;D;R;"6'1""";190;11/30/89;Mississauga, ON, CAN
Filip;Hronek;Red Wings;https://www.nhl.com/player/filip-hronek-8479425;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479425.jpg;17;D;R;"6'0""";183;11/02/97;Hradec Králové, CZE
Gustav;Lindstrom;Red Wings;https://www.nhl.com/player/gustav-lindstrom-8480184;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8480184.jpg;28;D;R;"6'2""";190;10/20/98;Ostervala, SWE
Patrik;Nemeth;Red Wings;https://www.nhl.com/player/patrik-nemeth-8475747;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475747.jpg;22;D;L;"6'3""";228;02/08/92;Stockholm, SWE
Marc;Staal;Red Wings;https://www.nhl.com/player/marc-staal-8471686;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8471686.jpg;18;D;L;"6'4""";209;01/13/87;Thunder Bay, ON, CAN
Jonathan;Bernier;Red Wings;https://www.nhl.com/player/jonathan-bernier-8473541;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8473541.jpg;45;G;--;"6'0""";185;08/07/88;Laval, QC, CAN
Jimmy;Howard;Red Wings;https://www.nhl.com/player/jimmy-howard-8470657;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8470657.jpg;35;G;--;"6'1""";218;03/26/84;Syracuse, NY, USA
Jack;Eichel;Sabres;https://www.nhl.com/player/jack-eichel-8478403;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478403.jpg;9;C;R;"6'2""";203;10/28/96;North Chelmsford, MA, USA
Michael;Frolik;Sabres;https://www.nhl.com/player/michael-frolik-8473564;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8473564.jpg;67;RW;L;"6'1""";190;02/17/88;Kladno, CZE
Zemgus;Girgensons;Sabres;https://www.nhl.com/player/zemgus-girgensons-8476878;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476878.jpg;28;C;L;"6'2""";211;01/05/94;Riga, LVA
Dominik;Kahun;Sabres;https://www.nhl.com/player/dominik-kahun-8480946;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8480946.jpg;95;C;L;"5'11""";175;07/02/95;Plana, CZE
Johan;Larsson;Sabres;https://www.nhl.com/player/johan-larsson-8475728;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475728.jpg;22;C;L;"5'11""";204;07/25/92;Lau, SWE
Curtis;Lazar;Sabres;https://www.nhl.com/player/curtis-lazar-8477508;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477508.jpg;27;C;R;"6'0""";211;02/02/95;Salmon Arm, BC, CAN
Kyle;Okposo;Sabres;https://www.nhl.com/player/kyle-okposo-8473449;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8473449.jpg;21;RW;R;"6'0""";216;04/16/88;St. Paul, MN, USA
Victor;Olofsson;Sabres;https://www.nhl.com/player/victor-olofsson-8478109;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478109.jpg;68;LW;L;"5'11""";183;07/18/95;Ornskoldsvik, SWE
Sam;Reinhart;Sabres;https://www.nhl.com/player/sam-reinhart-8477933;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477933.jpg;23;C;R;"6'1""";194;11/06/95;West Vancouver, BC, CAN
Wayne;Simmonds;Sabres;https://www.nhl.com/player/wayne-simmonds-8474190;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474190.jpg;17;RW;R;"6'2""";185;08/26/88;Scarborough, ON, CAN
Jeff;Skinner;Sabres;https://www.nhl.com/player/jeff-skinner-8475784;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475784.jpg;53;LW;L;"5'11""";195;05/16/92;Toronto, ON, CAN
Vladimir;Sobotka;Sabres;https://www.nhl.com/player/vladimir-sobotka-8471743;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8471743.jpg;17;C;L;"5'11""";191;07/02/87;Trebic, CZE
Eric;Staal;Sabres;https://www.nhl.com/player/eric-staal-8470595;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8470595.jpg;12;C;L;"6'4""";206;10/29/84;Thunder Bay, ON, CAN
Tage;Thompson;Sabres;https://www.nhl.com/player/tage-thompson-8479420;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479420.jpg;72;RW;R;"6'6""";215;10/30/97;Phoenix, AZ, USA
Jimmy;Vesey;Sabres;https://www.nhl.com/player/jimmy-vesey-8476918;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476918.jpg;13;LW;L;"6'3""";202;05/26/93;Boston, MA, USA
